pH_before,TDS_before,Turbidity_before,Temperature_before,Pressure_before,pH_after,TDS_after,Turbidity_after,Temperature_after,Efficiency,TDS_Reduction,Turbidity_Reduction,pH_Change,Water_Status,Membrane_Status
8.48,3956,38.55,25.3,2.51,7.46,876,10.01,25.2,77.86,3080,28.54,-1.02,Poor,Needs Cleaning
6.94,2449,48.75,26.5,2.27,6.62,259,10.78,25.7,89.42,2190,37.97,-0.32,Poor,Healthy
8.09,1240,3.09,38.2,4.5,6.76,81,0.71,39.1,93.47,1159,2.38,-1.33,Excellent,Healthy
8.18,2028,21.32,38.6,5.14,6.63,230,4.99,39.1,88.66,1798,16.33,-1.55,Poor,Healthy
8.1,3010,26.63,25,2.72,7.16,770,3.12,24.6,74.42,2240,23.51,-0.94,Poor,Needs Cleaning
8.38,1297,30.7,32.8,4.82,6.63,688,7.81,33.7,46.95,609,22.89,-1.75,Poor,Replace
7.71,513,25.31,19,5.68,7.32,29,1.39,18.2,94.35,484,23.92,-0.39,Acceptable,Healthy
8.69,4424,31.85,33.4,2.21,6.99,2212,4.24,33.4,50,2212,27.61,-1.7,Poor,Replace
7.41,3539,36.86,29,1.69,6.95,1628,3.88,29.4,54,1911,32.98,-0.46,Poor,Replace
8.8,4501,31.26,24.2,1.07,6.83,737,3.52,24.7,83.63,3764,27.74,-1.97,Poor,Needs Cleaning
6.76,1169,43.41,19.5,2.02,7.16,77,12.43,20.3,93.41,1092,30.98,0.4,Poor,Healthy
6.89,4186,2.71,33.7,5.56,6.87,2171,0.69,33.4,48.14,2015,2.02,-0.02,Poor,Replace
7.8,1805,25.8,23.9,2.86,6.94,1195,1.44,23.4,33.8,610,24.36,-0.86,Poor,Replace
7.15,2699,22.41,19,2.22,7.36,638,1.14,19.9,76.36,2061,21.27,0.21,Acceptable,Needs Cleaning
7.34,4557,33.98,17.2,5.24,7.26,3143,4.79,16.6,31.03,1414,29.19,-0.08,Poor,Replace
8.12,1218,9.33,28,1.07,7.24,115,1.23,28.9,90.56,1103,8.1,-0.88,Acceptable,Healthy
8.43,3797,16.84,27.3,4.23,6.61,1200,4.32,27.6,68.4,2597,12.52,-1.82,Poor,Needs Cleaning
7.55,2673,23.01,31.2,3.88,6.67,488,2.76,31.4,81.74,2185,20.25,-0.88,Acceptable,Needs Cleaning
7.26,2334,43.36,30.3,4.82,7.3,761,3.96,30,67.4,1573,39.4,0.04,Poor,Needs Cleaning
8.49,4329,33.17,30.1,4.47,7.36,566,6.62,29.3,86.93,3763,26.55,-1.13,Poor,Healthy
6.76,1102,28.48,22.6,1.02,7.39,155,6.29,23.3,85.93,947,22.19,0.63,Poor,Healthy
7.59,4443,47.77,32.1,4.66,6.96,2035,5.11,32.5,54.2,2408,42.66,-0.63,Poor,Replace
8.3,4800,15.37,36,2.69,6.58,2006,4.35,35.7,58.21,2794,11.02,-1.72,Poor,Replace
6.67,791,18.61,32.7,1.24,6.9,66,2.13,32.5,91.66,725,16.48,0.23,Acceptable,Healthy
8.61,4696,11.75,29.3,1.96,6.61,290,0.6,29.1,93.82,4406,11.15,-2,Excellent,Healthy
7.85,2681,2.54,31.3,2.26,7.29,481,0.31,31.8,82.06,2200,2.23,-0.56,Excellent,Needs Cleaning
8.52,3830,32.41,28.8,4.06,7.17,969,8.29,29.5,74.7,2861,24.12,-1.35,Poor,Needs Cleaning
7.09,4621,39.21,15.8,5.01,6.58,3061,10.35,15.3,33.76,1560,28.86,-0.51,Poor,Replace
8.48,2273,46.33,22.5,1.14,6.51,746,4.61,23.3,67.18,1527,41.72,-1.97,Poor,Needs Cleaning
8.11,3156,45.57,34.9,5.51,7.24,634,10.24,34.8,79.91,2522,35.33,-0.87,Poor,Needs Cleaning
7.12,2744,12.88,31.8,3.21,7.44,236,1.69,31.6,91.4,2508,11.19,0.32,Acceptable,Healthy
8.38,1687,4.66,36.1,4.99,6.75,379,1.12,36.7,77.53,1308,3.54,-1.63,Acceptable,Needs Cleaning
8.11,3817,25.52,35.8,3.76,6.87,767,3.95,35.5,79.91,3050,21.57,-1.24,Poor,Needs Cleaning
7.77,4877,35.98,18.1,2.57,7.12,484,3.2,18.5,90.08,4393,32.78,-0.65,Poor,Healthy
6.63,2662,21.88,32.4,2.05,7.03,887,2.19,32.5,66.68,1775,19.69,0.4,Acceptable,Needs Cleaning
7.61,1025,41.11,26.4,1.2,6.54,616,10.67,25.7,39.9,409,30.44,-1.07,Poor,Replace
8.79,1769,47.52,38.7,1.7,6.91,95,11.07,37.8,94.63,1674,36.45,-1.88,Poor,Healthy
6.78,4285,6.03,26.2,1.4,7.26,1328,1.68,25.4,69.01,2957,4.35,0.48,Poor,Needs Cleaning
7.23,2861,46.49,20.4,5.38,6.91,211,8.59,20.6,92.62,2650,37.9,-0.32,Poor,Healthy
8.6,4887,41.84,37.6,5.18,6.83,598,10.94,38.2,87.76,4289,30.9,-1.77,Poor,Healthy
7.55,4912,47.84,26.2,2.01,7.49,423,12.34,25.6,91.39,4489,35.5,-0.06,Poor,Healthy
7.38,4877,13.48,30.9,4.59,7.35,3081,2.15,31.3,36.83,1796,11.33,-0.03,Poor,Replace
6.9,4725,27.97,25.9,5.17,7.34,1911,3.61,26.8,59.56,2814,24.36,0.44,Poor,Replace
8.27,1574,45.85,26.3,2.75,7.3,819,6.75,26.4,47.97,755,39.1,-0.97,Poor,Replace
6.97,4933,14.97,28.9,3.88,7.38,457,3.52,29.3,90.74,4476,11.45,0.41,Poor,Healthy
6.98,2998,1.65,31.4,2.14,6.82,397,0.46,31.3,86.76,2601,1.19,-0.16,Excellent,Healthy
8.36,592,22.21,21.1,2.42,7.47,55,5.93,21.8,90.71,537,16.28,-0.89,Poor,Healthy
6.9,1420,10.79,19.7,3.31,6.67,869,2.31,20.2,38.8,551,8.48,-0.23,Acceptable,Replace
6.86,2057,31.08,15.2,3.1,7.1,254,4.01,14.5,87.65,1803,27.07,0.24,Poor,Healthy
8.09,4322,22.88,38,2.28,6.9,1451,3.49,38.5,66.43,2871,19.39,-1.19,Poor,Needs Cleaning
7.14,551,15.44,37,5.55,7.08,344,1.45,36.4,37.57,207,13.99,-0.06,Acceptable,Replace
8.19,3499,29.69,38.9,2.04,6.96,2086,5.91,39,40.38,1413,23.78,-1.23,Poor,Replace
7.59,3984,45.88,35.2,1.71,7.24,1693,10.19,34.9,57.51,2291,35.69,-0.35,Poor,Replace
7.86,4040,38.08,16,3.96,7.41,1720,9.88,16.8,57.43,2320,28.2,-0.45,Poor,Replace
6.61,1181,21.89,34.7,1.94,7.33,60,3.29,34.7,94.92,1121,18.6,0.72,Poor,Healthy
6.53,3122,39.14,16.6,3.02,6.87,275,4.71,17.6,91.19,2847,34.43,0.34,Poor,Healthy
8.74,905,31.92,21.8,4.6,6.99,332,8.55,22.7,63.31,573,23.37,-1.75,Poor,Needs Cleaning
8.23,1003,17.41,35.4,5.58,7.35,392,1.95,36.2,60.92,611,15.46,-0.88,Acceptable,Needs Cleaning
6.7,532,9.48,39.3,3.87,7.45,369,1.24,40.1,30.64,163,8.24,0.75,Acceptable,Replace
8.71,914,33.85,29.8,5.2,6.6,330,4.24,30,63.89,584,29.61,-2.11,Poor,Needs Cleaning
6.69,2499,37.07,31.4,1.5,7.45,549,4.34,30.8,78.03,1950,32.73,0.76,Poor,Needs Cleaning
6.65,2958,45.01,21.3,3.89,6.53,1906,10.91,22.1,35.56,1052,34.1,-0.12,Poor,Replace
7.93,3687,28.76,28.7,3.57,6.52,1069,7.82,28,71.01,2618,20.94,-1.41,Poor,Needs Cleaning
7.76,4130,48.65,35,1.25,7.22,2570,8.68,34.1,37.77,1560,39.97,-0.54,Poor,Replace
8.77,3128,37.67,20.7,5.37,6.62,215,7.05,20.2,93.13,2913,30.62,-2.15,Poor,Healthy
8.34,4138,30.22,19,3.77,6.79,2101,4.96,18.9,49.23,2037,25.26,-1.55,Poor,Replace
7.23,1770,21.76,35.7,5.18,7.24,850,5.33,35.7,51.98,920,16.43,0.01,Poor,Replace
6.67,4728,34.01,34.6,2.7,6.87,2155,3.91,34.3,54.42,2573,30.1,0.2,Poor,Replace
8.63,1847,42.61,36.6,3.67,7.04,196,11.24,36.4,89.39,1651,31.37,-1.59,Poor,Healthy
6.83,1426,14.09,28.9,2.92,6.98,790,3.22,29.1,44.6,636,10.87,0.15,Poor,Replace
8.28,4804,10.56,36.1,1.73,7.1,353,2.33,36.2,92.65,4451,8.23,-1.18,Acceptable,Healthy
8.58,3039,39.48,27.8,5.69,6.57,507,6.48,28.3,83.32,2532,33,-2.01,Poor,Needs Cleaning
7.45,4632,48.64,17,4.14,7.22,1613,2.43,16.9,65.18,3019,46.21,-0.23,Poor,Needs Cleaning
7.62,4622,33.36,36.4,1.53,7.4,346,9.49,35.4,92.51,4276,23.87,-0.22,Poor,Healthy
6.77,3249,25.22,24.5,1.73,7.32,1225,3.36,24.2,62.3,2024,21.86,0.55,Poor,Needs Cleaning
7.69,860,17.9,24,1.43,7.39,370,4.73,23.2,56.98,490,13.17,-0.3,Poor,Replace
7.95,1073,12.49,35.6,1.54,6.73,712,2.17,34.6,33.64,361,10.32,-1.22,Acceptable,Replace
7.96,1226,47.18,20.3,5.84,6.85,108,7.35,20.1,91.19,1118,39.83,-1.11,Poor,Healthy
7.38,2275,6.68,37.5,4.14,7.49,252,1.37,38.2,88.92,2023,5.31,0.11,Acceptable,Healthy
7.47,4735,3.07,22.9,5.18,7.15,2038,0.91,23.3,56.96,2697,2.16,-0.32,Poor,Replace
7.16,3182,18.01,15.8,5.75,6.81,337,5.16,16.2,89.41,2845,12.85,-0.35,Poor,Healthy
7.6,810,39.76,20.5,5.95,6.69,100,7.67,21.3,87.65,710,32.09,-0.91,Poor,Healthy
8.26,3571,7.46,24.4,2.37,6.98,216,0.48,24.5,93.95,3355,6.98,-1.28,Excellent,Healthy
6.55,807,6.41,26.4,3.66,6.54,72,0.75,26.5,91.08,735,5.66,-0.01,Excellent,Healthy
8.35,4150,3.08,22.7,2.15,7.43,285,0.53,21.8,93.13,3865,2.55,-0.92,Excellent,Healthy
8.23,877,9.2,16.1,3.2,6.74,539,1.36,16.7,38.54,338,7.84,-1.49,Acceptable,Replace
8.52,3562,2.53,38.3,4.28,6.92,384,0.38,39.2,89.22,3178,2.15,-1.6,Excellent,Healthy
6.53,1820,38.66,26.7,4.35,7.05,253,6.89,25.9,86.1,1567,31.77,0.52,Poor,Healthy
7.03,4693,23.73,32.5,4.1,6.64,1368,1.36,32.5,70.85,3325,22.37,-0.39,Poor,Needs Cleaning
7.92,746,6.66,37.5,2.59,6.63,58,0.98,37,92.23,688,5.68,-1.29,Excellent,Healthy
7.05,3813,33.74,19,3.25,6.83,503,7.28,18.5,86.81,3310,26.46,-0.22,Poor,Healthy
7.83,3817,37.19,35.8,2.66,6.86,537,10.99,34.9,85.93,3280,26.2,-0.97,Poor,Healthy
7.3,2395,29.47,33,3.87,6.56,1500,3.81,32.8,37.37,895,25.66,-0.74,Poor,Replace
7.86,3565,32.71,20.7,2.74,6.54,1207,9.47,21.2,66.14,2358,23.24,-1.32,Poor,Needs Cleaning
7.89,4967,2.84,30.4,5.06,7.1,1693,0.36,30.3,65.92,3274,2.48,-0.79,Poor,Needs Cleaning
8.56,881,21.71,35.9,4.68,7.3,110,4.43,36,87.51,771,17.28,-1.26,Poor,Healthy
7.87,1493,5.24,21.3,1.72,7.33,559,0.69,21.9,62.56,934,4.55,-0.54,Acceptable,Needs Cleaning
6.94,1518,3,23,1.75,6.74,564,0.45,23.6,62.85,954,2.55,-0.2,Acceptable,Needs Cleaning
7.23,4167,36.55,39.1,1.19,6.52,1497,10.7,38.9,64.07,2670,25.85,-0.71,Poor,Needs Cleaning
7.04,4268,48.6,17.7,1.66,7.22,1016,8.23,16.7,76.19,3252,40.37,0.18,Poor,Needs Cleaning
8.32,3739,48.31,15.4,3.76,6.5,1706,11.08,14.9,54.37,2033,37.23,-1.82,Poor,Replace
7.73,1539,31.25,30.2,2.15,7.28,928,4.35,30.8,39.7,611,26.9,-0.45,Poor,Replace
7.02,947,30.61,35.4,2.8,6.89,360,8.28,35.5,61.99,587,22.33,-0.13,Poor,Needs Cleaning
7.26,1081,7.91,28.1,3.54,6.72,257,0.91,28.8,76.23,824,7,-0.54,Excellent,Needs Cleaning
7.54,2499,25.96,27.8,5.44,7.36,481,6.11,28,80.75,2018,19.85,-0.18,Poor,Needs Cleaning
8.62,2584,7.11,15.5,3.03,6.77,416,1.27,16.4,83.9,2168,5.84,-1.85,Acceptable,Needs Cleaning
7.4,3275,45.07,26.9,2.13,7.04,494,2.3,26.3,84.92,2781,42.77,-0.36,Acceptable,Needs Cleaning
8.01,3323,22.92,26.1,1.97,6.75,1871,2.13,25.7,43.7,1452,20.79,-1.26,Poor,Replace
7.54,861,29.14,38.4,3.82,6.84,88,8.07,37.6,89.78,773,21.07,-0.7,Poor,Healthy
8,2294,32.35,18.5,5.84,6.6,960,5.68,19.3,58.15,1334,26.67,-1.4,Poor,Replace
6.79,4092,31.37,30.4,1.01,6.96,723,5.3,30.8,82.33,3369,26.07,0.17,Poor,Needs Cleaning
8.12,1324,48.38,20.3,5.05,7.12,174,2.67,21,86.86,1150,45.71,-1,Acceptable,Healthy
6.59,3994,39.63,32.9,2.17,7.42,471,2.68,33.3,88.21,3523,36.95,0.83,Acceptable,Healthy
7.45,2591,30.39,21.6,4.2,7.48,1006,5.71,21.8,61.17,1585,24.68,0.03,Poor,Needs Cleaning
7.94,885,48.27,18,1.17,6.61,514,4.76,17.3,41.92,371,43.51,-1.33,Poor,Replace
7.85,3938,17.23,29,2.17,6.77,1515,5,29,61.53,2423,12.23,-1.08,Poor,Needs Cleaning
7.69,1518,14.96,16.9,2.16,7.16,468,1.63,16.3,69.17,1050,13.33,-0.53,Acceptable,Needs Cleaning
7.43,1714,46.53,18.4,5.56,7.18,239,4.17,18.1,86.06,1475,42.36,-0.25,Poor,Healthy
7.02,3353,29.7,36,5.7,6.93,706,6.71,36.5,78.94,2647,22.99,-0.09,Poor,Needs Cleaning
6.7,2939,34.35,17.9,2.36,7.1,945,7.34,18.7,67.85,1994,27.01,0.4,Poor,Needs Cleaning
7.12,2767,30.74,29.9,3.37,6.57,1010,9.21,29.6,63.5,1757,21.53,-0.55,Poor,Needs Cleaning
7.13,1696,13.77,35.3,3.08,6.62,857,2.7,35.7,49.47,839,11.07,-0.51,Acceptable,Replace
8,2033,22.51,29,2.83,7.03,803,5.24,28.6,60.5,1230,17.27,-0.97,Poor,Needs Cleaning
6.99,4542,20.71,25.6,1.81,6.9,647,5.93,25,85.76,3895,14.78,-0.09,Poor,Healthy
6.8,1683,43.48,20.9,5.92,7.49,356,13.03,20.3,78.85,1327,30.45,0.69,Poor,Needs Cleaning
8.46,4004,5.25,20.9,4.46,6.71,2278,0.53,20.4,43.11,1726,4.72,-1.75,Poor,Replace
7.91,3069,44.32,18.9,4.39,7.25,238,4.93,17.9,92.25,2831,39.39,-0.66,Poor,Healthy
6.81,2556,19.17,25.1,4.44,7.09,1620,2.37,25.5,36.62,936,16.8,0.28,Poor,Replace
8.06,4350,41.35,29.4,2.01,7.17,2805,11.86,30,35.52,1545,29.49,-0.89,Poor,Replace
8.18,790,15.92,22.8,1.42,7.34,453,1.97,22.8,42.66,337,13.95,-0.84,Acceptable,Replace
8.57,4911,24.24,34.5,2.94,6.78,724,1.47,35.3,85.26,4187,22.77,-1.79,Acceptable,Healthy
8,1894,1.31,34,1.97,7.26,443,0.21,34,76.61,1451,1.1,-0.74,Excellent,Needs Cleaning
8.67,3862,40.5,19.4,1.92,7.34,200,11.08,18.9,94.82,3662,29.42,-1.33,Poor,Healthy
8.67,4563,31.04,18.5,3.61,7.1,1681,8.23,18.5,63.16,2882,22.81,-1.57,Poor,Needs Cleaning
6.63,3435,45.67,23.7,3.33,6.56,1447,9.37,23,57.87,1988,36.3,-0.07,Poor,Replace
6.82,3802,44.15,15.4,3.58,7.48,2016,12.12,15.2,46.98,1786,32.03,0.66,Poor,Replace
8.39,4078,7.16,31.8,2.32,6.62,655,0.78,32.5,83.94,3423,6.38,-1.77,Acceptable,Needs Cleaning
6.64,3316,33.2,22.3,2.72,6.93,1961,6.32,21.6,40.86,1355,26.88,0.29,Poor,Replace
7,3148,32.51,29.6,1.12,7.04,1327,5.77,29.7,57.85,1821,26.74,0.04,Poor,Replace
7.48,4492,46.38,36.2,1.13,7.28,701,7.06,35.2,84.39,3791,39.32,-0.2,Poor,Needs Cleaning
6.51,3170,18.55,31.8,1.08,7.5,872,5.01,32.1,72.49,2298,13.54,0.99,Poor,Needs Cleaning
7.16,4169,21.38,32.6,1.38,7.49,2671,3.45,33.2,35.93,1498,17.93,0.33,Poor,Replace
7.74,3376,30.86,26.7,4.07,7.38,2263,9.18,27.6,32.97,1113,21.68,-0.36,Poor,Replace
8.55,4254,34.35,24.8,5.97,6.64,2030,6.34,25,52.28,2224,28.01,-1.91,Poor,Replace
7.88,898,34.93,18.4,5.27,7.39,459,8.78,18,48.89,439,26.15,-0.49,Poor,Replace
8.7,4009,39.6,35,2.19,6.81,1585,7.21,34.1,60.46,2424,32.39,-1.89,Poor,Needs Cleaning
8.29,3979,42.05,25.3,4.39,7.03,2072,3.2,24.7,47.93,1907,38.85,-1.26,Poor,Replace
6.98,3098,29.61,16.4,1.2,7.45,1636,5.18,15.4,47.19,1462,24.43,0.47,Poor,Replace
7.56,905,42.15,38.9,4.93,7.12,51,3.86,37.9,94.36,854,38.29,-0.44,Poor,Healthy
8.76,2864,24.19,22.2,2.32,6.61,837,4.24,22.3,70.78,2027,19.95,-2.15,Poor,Needs Cleaning
8.38,3778,6.73,22.6,2.46,6.75,414,0.92,23.5,89.04,3364,5.81,-1.63,Excellent,Healthy
6.8,2097,16.46,20.8,3.43,7.48,184,4.14,20,91.23,1913,12.32,0.68,Poor,Healthy
8.05,4419,41.11,15.2,5,6.95,348,11.23,14.6,92.12,4071,29.88,-1.1,Poor,Healthy
7.05,2366,42.55,25.9,2.52,7.23,126,5.74,25.4,94.67,2240,36.81,0.18,Poor,Healthy
7.19,876,11.67,36.6,2.19,6.63,277,3.36,37.3,68.38,599,8.31,-0.56,Poor,Needs Cleaning
8.73,1817,44.79,36.6,3.79,6.66,914,2.6,36.9,49.7,903,42.19,-2.07,Acceptable,Replace
7.69,3785,46.08,22.1,4.8,7.42,520,10.09,21.8,86.26,3265,35.99,-0.27,Poor,Healthy
8.04,1332,45.87,38,2.73,6.63,748,5.48,38.7,43.84,584,40.39,-1.41,Poor,Replace
7.67,4093,36.44,22.1,2.29,7.38,1147,10.26,21.5,71.98,2946,26.18,-0.29,Poor,Needs Cleaning
8.43,970,40.41,19.7,1.54,6.94,184,8.95,19.2,81.03,786,31.46,-1.49,Poor,Needs Cleaning
7.74,1073,4.91,24.5,1.34,6.93,117,0.4,24,89.1,956,4.51,-0.81,Excellent,Healthy
7.09,3183,9.52,37.8,2.03,6.66,631,2.78,38.3,80.18,2552,6.74,-0.43,Acceptable,Needs Cleaning
6.71,4289,10.63,15.9,1.01,7.09,414,1.45,15.4,90.35,3875,9.18,0.38,Acceptable,Healthy
7.8,3607,1.39,33.6,5.05,6.73,2233,0.18,33.8,38.09,1374,1.21,-1.07,Poor,Replace
7.08,2122,11.47,34,5.15,7.3,166,1.88,33.7,92.18,1956,9.59,0.22,Acceptable,Healthy
6.6,4738,27.75,33.2,3.96,7.19,291,6.62,34,93.86,4447,21.13,0.59,Poor,Healthy
8.4,1143,1.15,27.8,3.43,7.4,781,0.08,27.6,31.67,362,1.07,-1,Acceptable,Replace
8.01,3319,21.34,34,2.58,6.96,475,5.12,34.4,85.69,2844,16.22,-1.05,Poor,Healthy
6.7,1205,15.78,16.6,2.51,7.07,353,2.96,15.6,70.71,852,12.82,0.37,Acceptable,Needs Cleaning
6.94,2480,12.49,40,4.87,6.72,1070,0.91,39.8,56.85,1410,11.58,-0.22,Poor,Replace
8.44,712,30.65,24.3,2.84,6.89,475,4.5,24.7,33.29,237,26.15,-1.55,Poor,Replace
8.78,3088,24.39,33.7,4.92,7.13,1897,1.57,34.3,38.57,1191,22.82,-1.65,Poor,Replace
6.63,4581,14.05,26.4,2.04,7.14,1441,2.71,26.4,68.54,3140,11.34,0.51,Poor,Needs Cleaning
6.75,3422,46.57,23.6,1.63,7.23,227,4.68,23.7,93.37,3195,41.89,0.48,Poor,Healthy
8.32,2210,22.57,35.3,5.23,6.75,759,6.14,34.4,65.66,1451,16.43,-1.57,Poor,Needs Cleaning
7.09,3954,41.97,25.2,4.12,6.79,1002,8.32,24.5,74.66,2952,33.65,-0.3,Poor,Needs Cleaning
6.94,1385,37.62,27.3,4.57,6.89,313,8.64,27.8,77.4,1072,28.98,-0.05,Poor,Needs Cleaning
7.98,1089,30.61,19.9,2.39,7.45,93,6.19,19.2,91.46,996,24.42,-0.53,Poor,Healthy
8.63,4148,5.83,20.8,3.91,7.02,2887,1.53,21.2,30.4,1261,4.3,-1.61,Poor,Replace
6.87,3364,10.19,19.6,1.55,7.1,384,0.69,19.2,88.59,2980,9.5,0.23,Excellent,Healthy
8.26,3607,11.83,23.8,2.86,6.86,1152,2.57,24.1,68.06,2455,9.26,-1.4,Poor,Needs Cleaning
7.81,2248,18.18,29.9,5.76,7.02,313,4.96,30,86.08,1935,13.22,-0.79,Poor,Healthy
7.48,3151,19.25,28.9,4.1,6.92,439,1.94,28.4,86.07,2712,17.31,-0.56,Acceptable,Healthy
7.52,633,30.42,29.4,3.81,7.24,165,7.91,29.3,73.93,468,22.51,-0.28,Poor,Needs Cleaning
8.29,3662,11.5,21.2,5,7.16,1798,3.39,20.3,50.9,1864,8.11,-1.13,Poor,Replace
6.8,3001,45.13,18.4,2.28,7.12,626,3.63,19.3,79.14,2375,41.5,0.32,Poor,Needs Cleaning
7.89,3576,35.47,21.6,4.47,6.72,2491,6.78,20.6,30.34,1085,28.69,-1.17,Poor,Replace
6.93,2938,16.42,16.9,4.32,7.12,1107,1.68,17.2,62.32,1831,14.74,0.19,Poor,Needs Cleaning
6.84,1699,46.11,28.4,2.92,6.76,1175,9.55,29.2,30.84,524,36.56,-0.08,Poor,Replace
8.53,4903,15.98,21.7,4.72,7.1,454,2.41,21.4,90.74,4449,13.57,-1.43,Acceptable,Healthy
6.7,1428,8.1,15,2.47,7.08,979,2.03,14.4,31.44,449,6.07,0.38,Acceptable,Replace
7.86,2356,39.57,30.3,5.18,6.69,1097,2.87,29.3,53.44,1259,36.7,-1.17,Poor,Replace
7.47,4792,34.6,32,3.36,6.71,2173,8.05,32.8,54.65,2619,26.55,-0.76,Poor,Replace
8.68,4187,21.41,38.3,5.16,6.92,1714,6.26,39,59.06,2473,15.15,-1.76,Poor,Replace
8.45,4112,30.21,33.6,2.25,6.58,2871,6.03,33.8,30.18,1241,24.18,-1.87,Poor,Replace
7.9,4177,36.05,21.6,2.71,7.38,291,6.41,21.8,93.03,3886,29.64,-0.52,Poor,Healthy
7.36,1530,4.56,26.1,5.24,7.29,209,0.89,26.1,86.34,1321,3.67,-0.07,Excellent,Healthy
7.15,1236,37.71,19.1,4.88,7.11,252,4.03,18.8,79.61,984,33.68,-0.04,Poor,Needs Cleaning
8.16,1957,10.79,39,3.45,6.54,1024,1.2,39,47.68,933,9.59,-1.62,Poor,Replace
8.76,927,41.74,31.7,1.56,6.96,127,6.29,32.6,86.3,800,35.45,-1.8,Poor,Healthy
6.74,2370,41.64,31.3,4.91,7.4,540,11.76,31.1,77.22,1830,29.88,0.66,Poor,Needs Cleaning
7.89,4021,49.25,33.6,4.84,7.1,952,6.87,33,76.32,3069,42.38,-0.79,Poor,Needs Cleaning
7.56,2246,29.02,26,4.54,7,372,5.13,25,83.44,1874,23.89,-0.56,Poor,Needs Cleaning
6.52,4028,49.5,34.3,2.67,7.31,2584,9.14,34.7,35.85,1444,40.36,0.79,Poor,Replace
8.4,4116,14.58,29.6,1.53,6.54,779,3.37,29.6,81.07,3337,11.21,-1.86,Poor,Needs Cleaning
8.46,2179,44.25,34.2,4.51,6.57,131,6.4,35,93.99,2048,37.85,-1.89,Poor,Healthy
8.18,3125,4.07,15.1,2.08,7.36,1633,0.79,14.2,47.74,1492,3.28,-0.82,Poor,Replace
6.89,1724,43.98,21.5,1.65,7.36,188,3.3,21.4,89.1,1536,40.68,0.47,Poor,Healthy
8.28,3551,19.89,19.8,3.4,6.94,306,5.24,20.6,91.38,3245,14.65,-1.34,Poor,Healthy
8.33,1224,37.88,17.1,5.64,6.75,748,10.83,16.9,38.89,476,27.05,-1.58,Poor,Replace
7.3,1818,46.67,34.5,1.73,7.05,811,10.22,33.8,55.39,1007,36.45,-0.25,Poor,Replace
8.22,690,3.99,19.6,3.05,6.6,134,0.72,19.7,80.58,556,3.27,-1.62,Excellent,Needs Cleaning
8.02,1605,23.37,38.6,2.3,6.87,876,5.1,38.5,45.42,729,18.27,-1.15,Poor,Replace
6.87,2300,32.68,18.9,1.54,6.94,268,4,18.1,88.35,2032,28.68,0.07,Poor,Healthy
7.65,4562,45.53,28.8,2.57,6.61,1995,9.37,28.5,56.27,2567,36.16,-1.04,Poor,Replace
6.71,2476,41.06,22.1,3.09,6.9,1047,8.41,22.3,57.71,1429,32.65,0.19,Poor,Replace
7.81,3155,2.02,26,5.61,7.41,992,0.32,26.7,68.56,2163,1.7,-0.4,Acceptable,Needs Cleaning
7.86,2689,22.62,23.5,5.22,7.24,559,5.9,23.3,79.21,2130,16.72,-0.62,Poor,Needs Cleaning
7.28,3281,33.13,36.9,1.43,7.08,1091,3.57,36.3,66.75,2190,29.56,-0.2,Poor,Needs Cleaning
6.57,1687,29.36,30.7,4.27,6.7,169,7.05,31.2,89.98,1518,22.31,0.13,Poor,Healthy
6.71,3882,6.12,21.8,3.92,7.02,910,1.59,22.8,76.56,2972,4.53,0.31,Acceptable,Needs Cleaning
8.38,4408,19.16,28.4,4.19,7.28,1246,5.23,29.1,71.73,3162,13.93,-1.1,Poor,Needs Cleaning
7.16,2698,2.23,19.6,5.48,7.09,825,0.51,19.2,69.42,1873,1.72,-0.07,Acceptable,Needs Cleaning
7.23,1892,7.08,19.2,5.38,7.16,217,1.09,19,88.53,1675,5.99,-0.07,Acceptable,Healthy
8.01,796,45.33,33.9,3.82,7.21,87,7.82,34.8,89.07,709,37.51,-0.8,Poor,Healthy
7.99,632,20.78,19.2,2.49,6.89,248,4.88,18.6,60.76,384,15.9,-1.1,Poor,Needs Cleaning
8.63,2842,44.07,27.2,4.36,7.43,361,10.01,27.8,87.3,2481,34.06,-1.2,Poor,Healthy
6.9,2182,48.14,37.7,3.63,6.6,451,3.67,38.6,79.33,1731,44.47,-0.3,Poor,Needs Cleaning
8.19,4518,31.38,38.6,2.73,6.53,1388,9.11,38.5,69.28,3130,22.27,-1.66,Poor,Needs Cleaning
8.33,3916,16.61,24.5,4.55,6.94,1512,4.12,25.3,61.39,2404,12.49,-1.39,Poor,Needs Cleaning
7.63,1546,32.35,25.3,5.19,7.35,373,8.61,25.6,75.87,1173,23.74,-0.28,Poor,Needs Cleaning
7,4526,39.61,16.7,3.34,7.17,480,3.64,16.3,89.39,4046,35.97,0.17,Poor,Healthy
7.87,1441,20.18,28.7,2.79,7.25,675,5.91,28.3,53.16,766,14.27,-0.62,Poor,Replace
7.38,1270,29.56,21.7,3.4,6.69,670,3.68,21.5,47.24,600,25.88,-0.69,Poor,Replace
8.28,1925,49.22,30.8,3.77,6.84,1152,13.61,31.4,40.16,773,35.61,-1.44,Poor,Replace
7.25,2416,47.29,33.1,2.6,7.16,223,13.87,32.5,90.77,2193,33.42,-0.09,Poor,Healthy
7.81,2150,49.8,24.8,2.73,7.05,235,5.33,25.5,89.07,1915,44.47,-0.76,Poor,Healthy
